date,toman_close
1390-09,1391.4375
1390-10,1659.2
1390-11,1881.4117647058824
1390-12,1896.6842105263158
1391-01,1864.1764705882354
1391-02,1684.904761904762
1391-03,1772.4736842105262
1391-04,1931.5714285714287
1391-05,2053.2380952380954
1391-06,2311.45
1391-07,3192.8636363636365
1391-08,3126.4
1391-09,2960.0476190476193
1391-10,3281.0
1391-11,3717.0526315789475
1391-12,3547.5789473684213
1392-01,3497.722222222222
1392-02,3544.782608695652
1392-03,3567.842105263158
1392-04,3276.1428571428573
1392-05,3176.315789473684
1392-06,3164.2
1392-07,3032.1428571428573
1392-08,3013.222222222222
1392-09,2950.285714285714
1392-10,2975.8333333333335
1392-11,2949.0833333333335
1392-12,3025.0833333333335
1393-01,3107.6
1393-02,3283.846153846154
1393-03,3246.5652173913045
1393-04,3132.230769230769
1393-05,3122.4166666666665
1393-06,3169.8888888888887
1393-07,3234.9166666666665
1393-08,3247.5454545454545
1393-09,3390.6666666666665
1393-10,3500.4166666666665
1393-11,3438.85
1393-12,3381.681818181818
1394-01,3326.157894736842
1394-02,3322.7083333333335
1394-03,3296.5
1394-04,3262.15
1394-05,3327.2105263157896
1394-06,3383.7391304347825
1394-07,3393.0
1394-08,3401.5238095238096
1394-09,3403.157894736842
1394-10,3387.05
1394-11,3393.5263157894738
1394-12,3442.4210526315787
1395-01,3470.0
1395-02,3448.7
1395-03,3460.285714285714
1395-04,3498.8333333333335
1395-05,3532.6363636363635
1395-06,3554.9473684210525
1395-07,3580.222222222222
1395-08,3632.9523809523807
1395-09,3864.5263157894738
1395-10,3948.65
1395-11,3831.6190476190477
1395-12,3767.75
1396-01,3756.4375
1396-02,3758.05
1396-03,3739.3809523809523
1396-04,3781.1666666666665
1396-05,3813.8695652173915
1396-06,3886.95
1396-07,3975.05
1396-08,4077.0
1396-09,4179.421052631579
1396-10,4348.0
1396-11,4638.227272727273
1396-12,4708.590909090909
1397-01,5153.777777777777
1397-02,6104.04
1397-03,6681.727272727273
1397-04,8167.76
1397-05,10300.5
1397-06,12921.904761904761
1397-07,14290.08
1397-08,12200.90909090909
1397-09,10945.083333333334
1397-10,10924.4
1397-11,11881.458333333334
1397-12,13026.95652173913
1398-01,13454.78947368421
1398-02,14594.807692307691
1398-03,13461.55
1398-04,12763.6
1398-05,11870.521739130434
1398-06,11411.625
1398-07,11435.28
1398-08,11553.91304347826
1398-09,12855.56
1398-10,13381.461538461539
1398-11,13758.125
1398-12,15410.782608695652
1399-01,15594.6
1399-02,16517.444444444445
1399-03,17889.238095238095
1399-04,21719.0
1399-05,22697.12
1399-06,25036.6
1399-07,29633.521739130436
1399-08,27352.954545454544
1399-09,25697.0
1399-10,25044.75
1399-11,24350.6
1399-12,24851.454545454544
1400-01,24890.809523809523
1400-02,22700.391304347828
1400-03,23731.48
1400-04,24771.72
1400-05,26107.136363636364
1400-06,27465.11111111111
1400-07,27627.04761904762
1400-08,27969.6
1400-09,29554.346153846152
1400-10,28378.478260869564
1400-11,27052.81818181818
1400-12,25992.869565217392
1401-01,27499.272727272728
1401-02,28461.428571428572
1401-03,31423.85714285714
1401-04,31583.777777777777
1401-05,30895.04761904762
1401-06,30623.68
1401-07,32641.772727272728
1401-08,34672.12
1401-09,37132.52
1401-10,41059.04761904762
1401-11,45039.57894736842
1401-12,51000.52631578947
1402-01,51288.15789473684
1402-02,52936.391304347824
1402-03,50024.08
1402-04,49422.72
1402-05,49244.52
1402-06,49422.260869565216
1402-07,50585.47826086957
1402-08,51150.53846153846
1402-09,50442.958333333336
1402-10,51522.61538461538
1402-11,56125.72727272727
1402-12,59341.72727272727
1403-01,62379.55
1403-02,61491.92307692308
1403-03,60607.82608695652
1403-04,59314.416666666664
1403-05,59479.230769230766
1403-06,59408.333333333336
1403-07,62433.269230769234
1403-08,68341.73076923077
1403-09,72390.41666666667
1403-10,80140.8
1403-11,86497.70833333333
1403-12,92189.78260869565
1404-01,95269.0
1404-02,82766.15384615384
1404-03,82504.6875
1404-04,88067.04545454546
1404-05,91901.04166666667
1404-06,100504.79166666667
1404-07,110958.07692307692
1404-08,109471.8
1404-09,113376.66666666667
