open,low,high,close,change_value,change_percent,date_gregorian,date_jalali
"33,820","33,720","33,820","33,720",110,0.33%,2015/09/20,1394/06/29
"34,020","33,830","34,040","33,830",20,0.06%,2015/09/19,1394/06/28
"33,987","33,261","34,371","33,850",-,-,2015/09/16,1394/06/25
"34,510","33,930","34,510","33,930",20,0.06%,2015/09/15,1394/06/24
"34,340","33,950","34,920","33,950",250,0.74%,2015/09/14,1394/06/23
"34,130","34,130","34,750","34,200",220,0.65%,2015/09/13,1394/06/22
"34,040","33,980","34,560","33,980",104,0.31%,2015/09/12,1394/06/21
"34,364","33,361","34,752","33,876",26,0.08%,2015/09/09,1394/06/18
"34,220","33,830","34,320","33,850",20,0.06%,2015/09/08,1394/06/17
"34,150","33,830","34,370","33,830",60,0.18%,2015/09/07,1394/06/16
"34,220","33,890","34,270","33,890",80,0.24%,2015/09/06,1394/06/15
"33,920","33,920","34,270","33,970",134,0.4%,2015/09/05,1394/06/14
"34,053","33,254","34,253","33,836",14,0.04%,2015/09/02,1394/06/11
"34,160","33,980","34,160","33,980",20,0.06%,2015/09/01,1394/06/10
"34,030","33,960","34,120","34,000",230,0.68%,2015/08/31,1394/06/09
"34,020","33,770","34,100","33,770",100,0.3%,2015/08/30,1394/06/08
"33,780","33,670","33,890","33,670",112,0.33%,2015/08/29,1394/06/07
"33,764","33,131","33,946","33,558",8,0.02%,2015/08/26,1394/06/04
"33,860","33,630","34,070","33,630",20,0.06%,2015/08/25,1394/06/03
"33,730","33,580","33,810","33,650",100,0.3%,2015/08/24,1394/06/02
"33,680","33,550","33,760","33,550",50,0.15%,2015/08/23,1394/06/01
"33,660","33,500","33,720","33,500",18,0.05%,2015/08/22,1394/05/31
"33,533","32,849","34,227","33,482",8,0.02%,2015/08/19,1394/05/28
"33,590","33,460","33,620","33,460",90,0.27%,2015/08/18,1394/05/27
"33,450","33,450","33,710","33,550",140,0.42%,2015/08/17,1394/05/26
"33,480","33,410","33,580","33,410",-,-,2015/08/16,1394/05/25
"33,410","33,390","33,470","33,410",18,0.05%,2015/08/15,1394/05/24
"33,592","33,177","33,985","33,428",22,0.07%,2015/08/12,1394/05/21
"33,429","32,887","33,907","33,375",15,0.04%,2015/08/09,1394/05/18
"33,500","33,300","33,510","33,390",14,0.04%,2015/08/08,1394/05/17
"33,346","32,649","33,960","33,376",126,0.38%,2015/08/05,1394/05/14
"33,250","33,250","33,320","33,270",30,0.09%,2015/08/04,1394/05/13
"33,250","33,220","33,330","33,240",80,0.24%,2015/08/03,1394/05/12
"33,200","33,130","33,220","33,160",10,0.03%,2015/08/02,1394/05/11
"33,220","33,120","33,270","33,150",50,0.15%,2015/08/01,1394/05/10
"33,000","32,300","33,200","33,100",100,0.3%,2015/07/29,1394/05/07
"33,080","32,990","33,100","33,030",50,0.15%,2015/07/28,1394/05/06
"33,030","32,980","33,090","32,980",80,0.24%,2015/07/27,1394/05/05
"32,990","32,860","33,000","32,900",50,0.15%,2015/07/26,1394/05/04
"33,030","32,570","33,180","32,950",465,1.43%,2015/07/25,1394/05/03
"32,703","31,994","33,144","32,485",105,0.32%,2015/07/22,1394/04/31
"32,530","32,380","32,620","32,390",40,0.12%,2015/07/21,1394/04/30
"32,250","32,200","32,420","32,350",50,0.15%,2015/07/20,1394/04/29
"32,380","31,670","32,920","32,300",-,-,2015/07/15,1394/04/24
"32,350","32,180","32,620","32,180",20,0.06%,2015/07/14,1394/04/23
"32,050","31,780","32,170","32,160",20,0.06%,2015/07/13,1394/04/22
"32,270","32,120","32,270","32,140",360,1.12%,2015/07/12,1394/04/21
"32,580","32,450","32,590","32,500",120,0.37%,2015/07/11,1394/04/20
"32,473","31,793","33,138","32,380",69,0.21%,2015/07/08,1394/04/17
"32,542","31,903","32,958","32,449",31,0.1%,2015/07/06,1394/04/15
"32,970","32,700","32,970","32,720",230,0.7%,2015/07/05,1394/04/14
"33,130","32,900","33,130","32,950",25,0.08%,2015/07/04,1394/04/13
"33,031","32,707","33,549","32,975",25,0.08%,2015/07/01,1394/04/10
"33,230","33,090","33,330","33,090",100,0.3%,2015/06/30,1394/04/09
"32,980","32,870","33,110","32,990",10,0.03%,2015/06/29,1394/04/08
"33,170","33,000","33,330","33,000",-,-,2015/06/28,1394/04/07
"33,080","33,000","33,380","33,000",36,0.11%,2015/06/27,1394/04/06
"32,860","32,268","33,382","32,964",214,0.65%,2015/06/24,1394/04/03
"32,680","32,660","32,850","32,750",90,0.28%,2015/06/23,1394/04/02
"32,630","32,580","32,660","32,660",40,0.12%,2015/06/22,1394/04/01
"32,650","32,600","32,670","32,620",100,0.31%,2015/06/21,1394/03/31
"32,730","32,680","32,770","32,720",56,0.17%,2015/06/20,1394/03/30
"32,823","32,405","33,236","32,776",4,0.01%,2015/06/17,1394/03/27
"32,860","32,820","32,920","32,850",-,-,2015/06/16,1394/03/26
"32,750","32,690","32,850","32,850",30,0.09%,2015/06/15,1394/03/25
"32,910","32,820","32,910","32,820",100,0.3%,2015/06/14,1394/03/24
"33,020","32,920","33,020","32,920",130,0.39%,2015/06/13,1394/03/23
"33,100","32,438","33,699","33,050",-,-,2015/06/10,1394/03/20
"33,120","33,080","33,170","33,080",-,-,2015/06/09,1394/03/19
"33,110","33,080","33,160","33,080",20,0.06%,2015/06/08,1394/03/18
"33,140","33,100","33,160","33,100",20,0.06%,2015/06/07,1394/03/17
"33,130","33,070","33,130","33,080",47,0.14%,2015/06/06,1394/03/16
"33,171","32,606","33,370","33,127",3,0.01%,2015/06/01,1394/03/11
"33,200","33,100","33,210","33,130",60,0.18%,2015/05/31,1394/03/10
"33,200","33,160","33,320","33,190",174,0.53%,2015/05/30,1394/03/09
"33,100","32,834","33,278","33,016",36,0.11%,2015/05/27,1394/03/06
"33,070","33,000","33,150","33,000",-,-,2015/05/26,1394/03/05
"33,110","33,000","33,150","33,000",70,0.21%,2015/05/25,1394/03/04
"33,070","32,930","33,130","32,930",20,0.06%,2015/05/24,1394/03/03
"33,000","32,950","33,050","32,950",63,0.19%,2015/05/23,1394/03/02
"32,951","32,439","33,264","32,887",37,0.11%,2015/05/20,1394/02/30
"32,990","32,770","33,020","32,830",150,0.46%,2015/05/19,1394/02/29
"33,060","32,980","33,080","32,980",90,0.27%,2015/05/18,1394/02/28
"33,040","33,040","33,080","33,070",120,0.36%,2015/05/17,1394/02/27
"33,190","33,190","33,190","33,190",10,0.03%,2015/05/14,1394/02/24
"33,180","33,170","33,200","33,200",10,0.03%,2015/05/13,1394/02/23
"33,180","33,150","33,270","33,190",30,0.09%,2015/05/12,1394/02/22
"33,120","33,070","33,170","33,160",-,-,2015/05/11,1394/02/21
"33,170","33,110","33,190","33,160",20,0.06%,2015/05/10,1394/02/20
"33,220","33,140","33,220","33,180",120,0.36%,2015/05/09,1394/02/19
"33,300","33,300","33,300","33,300",10,0.03%,2015/05/07,1394/02/17
"33,310","33,280","33,320","33,290",10,0.03%,2015/05/06,1394/02/16
"33,250","33,190","33,320","33,300",30,0.09%,2015/05/05,1394/02/15
"33,230","33,170","33,270","33,270",20,0.06%,2015/05/04,1394/02/14
"33,400","33,250","33,400","33,250",140,0.42%,2015/05/03,1394/02/13
"33,400","33,390","33,400","33,390",-,-,2015/04/30,1394/02/10
"33,370","33,330","33,400","33,390",30,0.09%,2015/04/29,1394/02/09
"33,390","33,340","33,410","33,360",20,0.06%,2015/04/28,1394/02/08
"33,360","33,310","33,390","33,380",30,0.09%,2015/04/27,1394/02/07
"33,340","33,340","33,430","33,350",50,0.15%,2015/04/26,1394/02/06
"33,200","33,190","33,350","33,300",30,0.09%,2015/04/25,1394/02/05
"33,340","33,330","33,340","33,330",-,-,2015/04/23,1394/02/03
"33,370","33,310","33,390","33,330",30,0.09%,2015/04/22,1394/02/02
"33,380","33,310","33,390","33,360",30,0.09%,2015/04/21,1394/02/01
"33,400","33,370","33,450","33,390",-,-,2015/04/20,1394/01/31
"33,450","33,350","33,450","33,390",-,-,2015/04/19,1394/01/30
"33,340","33,310","33,440","33,390",30,0.09%,2015/04/18,1394/01/29
"33,490","33,420","33,490","33,420",60,0.18%,2015/04/16,1394/01/27
"33,590","33,450","33,620","33,480",100,0.3%,2015/04/15,1394/01/26
"33,440","33,440","33,710","33,580",130,0.39%,2015/04/14,1394/01/25
"33,480","33,270","33,530","33,450",70,0.21%,2015/04/13,1394/01/24
"33,420","33,340","33,580","33,380",10,0.03%,2015/04/12,1394/01/23
"33,570","33,390","33,850","33,390",10,0.03%,2015/04/11,1394/01/22
"32,910","32,270","33,580","33,400",500,1.52%,2015/04/08,1394/01/19
"33,170","32,930","33,330","32,930",210,0.64%,2015/04/07,1394/01/18
"32,840","32,840","33,170","33,140",280,0.85%,2015/04/06,1394/01/17
"32,820","32,600","32,890","32,860",20,0.06%,2015/04/05,1394/01/16
"32,760","32,670","32,990","32,840",460,1.4%,2015/04/04,1394/01/15
"32,890","32,890","33,300","33,300",230,0.7%,2015/03/31,1394/01/11
"33,190","32,880","33,390","33,070",170,0.51%,2015/03/30,1394/01/10
"33,110","32,990","33,340","33,240",140,0.42%,2015/03/29,1394/01/09
"32,970","32,610","33,180","33,100",125,0.38%,2015/03/28,1394/01/08
"33,925","32,886","34,165","33,225",705,2.12%,2015/03/25,1394/01/05
"33,577","33,131","33,916","33,436",56,0.17%,2015/03/18,1393/12/27
"33,530","33,350","33,760","33,490",40,0.12%,2015/03/17,1393/12/26
"32,870","32,870","33,860","33,530",720,2.19%,2015/03/16,1393/12/25
"32,440","32,400","33,150","32,810",400,1.23%,2015/03/15,1393/12/24
"32,180","31,600","32,670","32,410",580,1.79%,2015/03/14,1393/12/23
"33,170","32,950","33,170","32,990",250,0.76%,2015/03/12,1393/12/21
"33,410","32,960","33,410","33,240",120,0.36%,2015/03/11,1393/12/20
"33,800","33,330","33,800","33,360",480,1.44%,2015/03/10,1393/12/19
"33,980","33,820","33,980","33,840",120,0.35%,2015/03/09,1393/12/18
"34,050","33,960","34,060","33,960",100,0.29%,2015/03/08,1393/12/17
"34,020","33,930","34,060","34,060",28,0.08%,2015/03/07,1393/12/16
"34,153","33,378","34,549","34,032",98,0.29%,2015/03/04,1393/12/13
"34,180","34,110","34,200","34,200",30,0.09%,2015/03/03,1393/12/12
"34,260","34,070","34,260","34,170",80,0.23%,2015/03/02,1393/12/11
"34,250","34,240","34,290","34,250",10,0.03%,2015/03/01,1393/12/10
"34,260","34,190","34,280","34,260",50,0.15%,2015/02/28,1393/12/09
"34,310","34,310","34,310","34,310",40,0.12%,2015/02/26,1393/12/07
"34,390","34,300","34,410","34,350",10,0.03%,2015/02/25,1393/12/06
"34,350","34,330","34,450","34,360",20,0.06%,2015/02/24,1393/12/05
"34,370","34,290","34,370","34,340",10,0.03%,2015/02/23,1393/12/04
"34,200","34,200","34,410","34,350",130,0.38%,2015/02/22,1393/12/03
"34,080","34,060","34,220","34,220",93,0.27%,2015/02/21,1393/12/02
"34,172","33,853","34,575","34,127",13,0.04%,2015/02/18,1393/11/29
"34,040","34,010","34,150","34,140",120,0.35%,2015/02/17,1393/11/28
"34,200","33,980","34,200","34,020",200,0.59%,2015/02/16,1393/11/27
"34,310","34,190","34,310","34,220",80,0.23%,2015/02/15,1393/11/26
"34,310","34,260","34,320","34,300",6,0.02%,2015/02/14,1393/11/25
"34,320","34,007","34,766","34,306",16,0.05%,2015/02/11,1393/11/22
"34,290","33,950","34,670","34,290",10,0.03%,2015/02/09,1393/11/20
"34,080","34,080","34,370","34,310",220,0.65%,2015/02/08,1393/11/19
"34,160","33,880","34,160","34,090",184,0.54%,2015/02/07,1393/11/18
"34,368","33,591","34,907","34,274",46,0.13%,2015/02/04,1393/11/15
"34,550","34,400","34,560","34,430",130,0.38%,2015/02/03,1393/11/14
"34,570","34,540","34,570","34,560",-,-,2015/02/02,1393/11/13
"34,570","34,540","34,580","34,560",10,0.03%,2015/02/01,1393/11/12
"34,590","34,520","34,620","34,550",18,0.05%,2015/01/31,1393/11/11
"34,571","33,893","34,847","34,568",8,0.02%,2015/01/28,1393/11/08
"34,590","34,560","34,670","34,560",40,0.12%,2015/01/27,1393/11/07
"34,700","34,600","34,730","34,600",90,0.26%,2015/01/26,1393/11/06
"34,640","34,610","34,900","34,690",40,0.12%,2015/01/25,1393/11/05
"34,480","34,480","34,700","34,650",135,0.39%,2015/01/24,1393/11/04
"34,602","33,831","34,875","34,515",55,0.16%,2015/01/21,1393/11/01
"34,620","34,420","34,680","34,610",130,0.38%,2015/01/20,1393/10/30
"35,110","34,680","35,110","34,740",400,1.15%,2015/01/19,1393/10/29
"34,720","34,720","35,210","35,140",470,1.36%,2015/01/18,1393/10/28
"34,490","34,490","34,700","34,670",220,0.64%,2015/01/17,1393/10/27
"34,490","34,430","34,490","34,450",50,0.15%,2015/01/15,1393/10/25
"34,530","34,500","34,580","34,500",20,0.06%,2015/01/14,1393/10/24
"34,490","34,380","34,570","34,520",20,0.06%,2015/01/13,1393/10/23
"34,690","34,460","34,690","34,500",200,0.58%,2015/01/12,1393/10/22
"34,850","34,660","34,860","34,700",160,0.46%,2015/01/11,1393/10/21
"34,930","34,830","34,960","34,860",110,0.32%,2015/01/10,1393/10/20
"35,020","34,960","35,020","34,970",30,0.09%,2015/01/08,1393/10/18
"35,140","35,000","35,140","35,000",130,0.37%,2015/01/07,1393/10/17
"35,260","35,110","35,260","35,130",110,0.31%,2015/01/06,1393/10/16
"35,140","35,130","35,260","35,240",120,0.34%,2015/01/05,1393/10/15
"35,220","35,060","35,330","35,120",90,0.26%,2015/01/04,1393/10/14
"35,080","35,080","35,440","35,210",250,0.72%,2015/01/03,1393/10/13
"35,000","34,950","35,000","34,960",50,0.14%,2015/01/01,1393/10/11
"35,200","34,920","35,200","35,010",200,0.57%,2014/12/30,1393/10/09
"35,500","35,120","35,560","35,210",280,0.8%,2014/12/29,1393/10/08
"35,590","35,440","35,640","35,490",40,0.11%,2014/12/28,1393/10/07
"35,560","35,480","35,740","35,530",140,0.4%,2014/12/27,1393/10/06
"35,580","35,390","35,580","35,390",200,0.57%,2014/12/25,1393/10/04
"35,680","35,500","35,720","35,590",30,0.08%,2014/12/24,1393/10/03
"35,580","35,550","35,610","35,560",490,1.4%,2014/12/22,1393/10/01
"35,130","35,060","35,130","35,070",130,0.37%,2014/12/20,1393/09/29
"35,010","34,940","35,050","34,940",60,0.17%,2014/12/18,1393/09/27
"34,910","34,910","35,140","35,000",70,0.2%,2014/12/17,1393/09/26
"34,750","34,750","35,100","34,930",130,0.37%,2014/12/16,1393/09/25
"34,110","33,800","34,830","34,800",700,2.05%,2014/12/15,1393/09/24
"34,920","34,000","35,010","34,100",160,0.47%,2014/12/14,1393/09/23
"34,230","34,220","34,260","34,260",40,0.12%,2014/12/11,1393/09/20
"34,180","34,140","34,310","34,220",30,0.09%,2014/12/10,1393/09/19
"33,990","33,920","34,210","34,190",180,0.53%,2014/12/09,1393/09/18
"34,210","33,990","34,280","34,010",240,0.71%,2014/12/08,1393/09/17
"34,320","34,090","34,640","34,250",90,0.26%,2014/12/07,1393/09/16
"33,500","33,470","34,170","34,160",480,1.43%,2014/12/06,1393/09/15
"33,690","33,680","33,700","33,680",20,0.06%,2014/12/04,1393/09/13
"33,660","33,590","33,720","33,700",30,0.09%,2014/12/03,1393/09/12
"33,560","33,550","33,770","33,670",90,0.27%,2014/12/02,1393/09/11
"33,680","33,370","33,840","33,580",90,0.27%,2014/12/01,1393/09/10
"34,600","33,580","34,600","33,670",940,2.79%,2014/11/30,1393/09/09
"34,180","34,000","35,300","34,610",1360,4.09%,2014/11/29,1393/09/08
"33,210","33,200","33,260","33,250",60,0.18%,2014/11/27,1393/09/06
"32,910","32,910","33,210","33,190",290,0.88%,2014/11/26,1393/09/05
"32,630","32,630","32,950","32,900",280,0.86%,2014/11/25,1393/09/04
"32,570","32,520","32,620","32,620",60,0.18%,2014/11/24,1393/09/03
"32,420","32,410","32,650","32,560",160,0.49%,2014/11/23,1393/09/02
"32,360","32,320","32,460","32,400",90,0.28%,2014/11/22,1393/09/01
"32,540","32,480","32,540","32,490",40,0.12%,2014/11/20,1393/08/29
"32,510","32,480","32,530","32,530",30,0.09%,2014/11/19,1393/08/28
"32,560","32,460","32,560","32,500",60,0.18%,2014/11/18,1393/08/27
"32,440","32,440","32,580","32,560",100,0.31%,2014/11/17,1393/08/26
"32,450","32,440","32,470","32,460",10,0.03%,2014/11/16,1393/08/25
"32,460","32,400","32,470","32,470",80,0.25%,2014/11/15,1393/08/24
"32,580","32,550","32,580","32,550",10,0.03%,2014/11/13,1393/08/22
"32,570","32,550","32,600","32,560",20,0.06%,2014/11/12,1393/08/21
"32,560","32,500","32,600","32,580",-,-,2014/11/11,1393/08/20
"32,500","32,470","32,590","32,580",40,0.12%,2014/11/10,1393/08/19
"32,470","32,400","32,540","32,540",60,0.18%,2014/11/09,1393/08/18
"32,580","32,450","32,580","32,480",30,0.09%,2014/11/08,1393/08/17
"32,490","32,460","32,510","32,510",10,0.03%,2014/11/06,1393/08/15
"32,560","32,500","32,580","32,500",39,0.12%,2014/11/05,1393/08/14
"32,523","32,305","32,883","32,539",9,0.03%,2014/11/01,1393/08/10
"32,480","32,480","32,530","32,520",70,0.22%,2014/10/30,1393/08/08
"32,380","32,360","32,450","32,450",60,0.19%,2014/10/29,1393/08/07
"32,420","32,340","32,430","32,390",60,0.19%,2014/10/28,1393/08/06
"32,370","32,280","32,450","32,450",90,0.28%,2014/10/27,1393/08/05
"32,220","32,210","32,370","32,360",190,0.59%,2014/10/26,1393/08/04
"32,110","32,080","32,190","32,170",100,0.31%,2014/10/25,1393/08/03
"32,290","32,260","32,310","32,270",10,0.03%,2014/10/23,1393/08/01
"32,250","32,220","32,280","32,280",60,0.19%,2014/10/22,1393/07/30
"32,290","32,220","32,320","32,220",60,0.19%,2014/10/21,1393/07/29
"32,240","32,200","32,300","32,280",90,0.28%,2014/10/20,1393/07/28
"32,360","32,180","32,360","32,190",150,0.47%,2014/10/19,1393/07/27
"32,370","32,310","32,390","32,340",120,0.37%,2014/10/18,1393/07/26
"32,470","32,460","32,510","32,460",40,0.12%,2014/10/16,1393/07/24
"32,450","32,440","32,560","32,500",60,0.18%,2014/10/15,1393/07/23
"32,550","32,440","32,570","32,440",80,0.25%,2014/10/14,1393/07/22
"32,510","32,480","32,530","32,520",20,0.06%,2014/10/12,1393/07/20
"32,450","32,390","32,510","32,500",-,-,2014/10/11,1393/07/19
"32,500","32,470","32,510","32,500",20,0.06%,2014/10/09,1393/07/17
"32,410","32,410","32,510","32,480",110,0.34%,2014/10/08,1393/07/16
"32,420","32,350","32,420","32,370",20,0.06%,2014/10/07,1393/07/15
"32,300","32,300","32,450","32,390",80,0.25%,2014/10/06,1393/07/14
"32,400","32,290","32,400","32,310",120,0.37%,2014/10/04,1393/07/12
"32,390","32,380","32,440","32,430",30,0.09%,2014/10/02,1393/07/10
"32,460","32,310","32,460","32,400",30,0.09%,2014/10/01,1393/07/09
"32,470","32,420","32,570","32,430",20,0.06%,2014/09/30,1393/07/08
"32,320","32,230","32,460","32,410",60,0.19%,2014/09/29,1393/07/07
"32,610","32,350","32,610","32,350",290,0.9%,2014/09/28,1393/07/06
"32,550","32,460","32,680","32,640",640,2%,2014/09/27,1393/07/05
"32,010","31,940","32,010","32,000",-,-,2014/09/25,1393/07/03
"31,910","31,910","32,020","32,000",60,0.19%,2014/09/24,1393/07/02
"31,910","31,900","32,060","31,940",60,0.19%,2014/09/23,1393/07/01
"31,770","31,760","31,930","31,880",170,0.54%,2014/09/22,1393/06/31
"31,680","31,650","31,740","31,710",40,0.13%,2014/09/21,1393/06/30
"31,790","31,670","31,830","31,670",320,1.01%,2014/09/20,1393/06/29
"32,000","31,970","32,010","31,990",20,0.06%,2014/09/18,1393/06/27
"32,130","31,960","32,160","32,010",130,0.41%,2014/09/17,1393/06/26
"31,930","31,910","32,180","32,140",220,0.69%,2014/09/16,1393/06/25
"32,000","31,870","32,090","31,920",60,0.19%,2014/09/15,1393/06/24
"31,920","31,850","32,010","31,980",70,0.22%,2014/09/14,1393/06/23
"31,750","31,730","31,930","31,910",50,0.16%,2014/09/13,1393/06/22
"31,830","31,830","31,870","31,860",20,0.06%,2014/09/11,1393/06/20
"31,800","31,780","31,860","31,840",50,0.16%,2014/09/10,1393/06/19
"31,760","31,680","31,860","31,790",40,0.13%,2014/09/09,1393/06/18
"32,020","31,740","32,030","31,750",230,0.72%,2014/09/08,1393/06/17
"31,690","31,670","31,980","31,980",300,0.95%,2014/09/07,1393/06/16
"31,550","31,510","31,690","31,680",60,0.19%,2014/09/06,1393/06/15
"31,830","31,720","31,850","31,740",70,0.22%,2014/09/04,1393/06/13
"31,690","31,650","31,850","31,810",90,0.28%,2014/09/03,1393/06/12
"31,750","31,670","31,860","31,720",10,0.03%,2014/09/02,1393/06/11
"31,470","31,470","31,750","31,730",250,0.79%,2014/09/01,1393/06/10
"31,470","31,390","31,500","31,480",20,0.06%,2014/08/31,1393/06/09
"31,580","31,480","31,590","31,500",80,0.25%,2014/08/30,1393/06/08
"31,310","31,300","31,420","31,420",120,0.38%,2014/08/28,1393/06/06
"31,310","31,250","31,330","31,300",-,-,2014/08/27,1393/06/05
"31,280","31,220","31,300","31,300",30,0.1%,2014/08/26,1393/06/04
"31,310","31,210","31,330","31,270",60,0.19%,2014/08/25,1393/06/03
"31,150","31,120","31,350","31,330",170,0.55%,2014/08/24,1393/06/02
"31,190","31,130","31,330","31,160",250,0.81%,2014/08/23,1393/06/01
"30,910","30,890","30,920","30,910",10,0.03%,2014/08/21,1393/05/30
"30,940","30,900","30,960","30,920",10,0.03%,2014/08/20,1393/05/29
"31,040","30,910","31,090","30,930",120,0.39%,2014/08/19,1393/05/28
"31,060","31,030","31,150","31,050",20,0.06%,2014/08/18,1393/05/27
"31,010","30,960","31,070","31,070",50,0.16%,2014/08/17,1393/05/26
"31,080","31,000","31,090","31,020",170,0.55%,2014/08/16,1393/05/25
"31,170","31,170","31,190","31,190",10,0.03%,2014/08/14,1393/05/23
"31,230","31,170","31,230","31,180",90,0.29%,2014/08/13,1393/05/22
"31,210","31,200","31,270","31,270",80,0.26%,2014/08/12,1393/05/21
"31,260","31,190","31,280","31,190",60,0.19%,2014/08/11,1393/05/20
"31,190","31,170","31,290","31,250",30,0.1%,2014/08/10,1393/05/19
"31,290","31,200","31,300","31,220",100,0.32%,2014/08/09,1393/05/18
"31,310","31,310","31,350","31,320",-,-,2014/08/07,1393/05/16
"31,350","31,320","31,370","31,320",80,0.26%,2014/08/06,1393/05/15
"31,380","31,340","31,410","31,400",-,-,2014/08/05,1393/05/14
"31,410","31,370","31,450","31,400",20,0.06%,2014/08/04,1393/05/13
"31,390","31,380","31,490","31,420",20,0.06%,2014/08/03,1393/05/12
"31,330","31,290","31,400","31,400",169,0.54%,2014/08/02,1393/05/11
"31,202","30,874","31,546","31,231",29,0.09%,2014/07/30,1393/05/08
"31,310","31,260","31,310","31,260",30,0.1%,2014/07/28,1393/05/06
"31,350","31,250","31,370","31,290",80,0.26%,2014/07/27,1393/05/05
"31,380","31,320","31,410","31,370",10,0.03%,2014/07/26,1393/05/04
"31,370","31,360","31,390","31,380",10,0.03%,2014/07/24,1393/05/02
"31,340","31,320","31,410","31,390",60,0.19%,2014/07/23,1393/05/01
"31,280","31,240","31,360","31,330",-,-,2014/07/22,1393/04/31
"31,320","31,270","31,350","31,330",-,-,2014/07/21,1393/04/30
"31,280","31,270","31,370","31,330",230,0.73%,2014/07/20,1393/04/29
"31,440","31,430","31,640","31,560",130,0.41%,2014/07/17,1393/04/26
"31,390","31,330","31,430","31,430",70,0.22%,2014/07/16,1393/04/25
"31,180","31,170","31,470","31,360",190,0.61%,2014/07/15,1393/04/24
"31,200","31,110","31,230","31,170",60,0.19%,2014/07/14,1393/04/23
"31,350","31,220","31,350","31,230",130,0.42%,2014/07/13,1393/04/22
"31,200","31,170","31,420","31,360",300,0.97%,2014/07/12,1393/04/21
"31,000","31,000","31,110","31,060",40,0.13%,2014/07/10,1393/04/19
"31,100","31,000","31,140","31,020",30,0.1%,2014/07/09,1393/04/18
"31,190","30,990","31,270","31,050",130,0.42%,2014/07/08,1393/04/17
"31,300","31,140","31,500","31,180",80,0.26%,2014/07/07,1393/04/16
"30,990","30,980","31,310","31,260",310,1%,2014/07/06,1393/04/15
"30,920","30,770","31,010","30,950",310,1%,2014/07/05,1393/04/14
"31,240","31,200","31,340","31,260",10,0.03%,2014/07/03,1393/04/12
"31,360","31,260","31,480","31,270",60,0.19%,2014/07/02,1393/04/11
"31,190","31,110","31,500","31,330",150,0.48%,2014/07/01,1393/04/10
"31,160","30,920","31,230","31,180",40,0.13%,2014/06/30,1393/04/09
"31,160","30,900","31,160","31,140",40,0.13%,2014/06/29,1393/04/08
"31,380","31,080","31,380","31,180",510,1.64%,2014/06/28,1393/04/07
"31,670","31,670","31,700","31,690",40,0.13%,2014/06/26,1393/04/05
"31,650","31,620","31,720","31,650",20,0.06%,2014/06/25,1393/04/04
"31,650","31,600","31,730","31,670",-,-,2014/06/24,1393/04/03
"31,740","31,600","31,770","31,670",50,0.16%,2014/06/23,1393/04/02
"31,880","31,690","31,920","31,720",200,0.63%,2014/06/22,1393/04/01
"32,050","31,790","32,050","31,920",370,1.16%,2014/06/21,1393/03/31
"32,100","32,010","32,290","32,290",180,0.56%,2014/06/19,1393/03/29
"31,980","31,800","32,190","32,110",180,0.56%,2014/06/18,1393/03/28
"32,000","31,900","32,170","31,930",110,0.34%,2014/06/17,1393/03/27
"31,780","31,770","32,110","32,040",250,0.79%,2014/06/16,1393/03/26
"32,050","31,790","32,120","31,790",330,1.04%,2014/06/15,1393/03/25
"32,160","32,120","32,230","32,120",310,0.97%,2014/06/14,1393/03/24
"32,440","32,410","32,440","32,430",20,0.06%,2014/06/12,1393/03/22
"32,420","32,410","32,460","32,450",50,0.15%,2014/06/11,1393/03/21
"32,410","32,340","32,500","32,400",-,-,2014/06/10,1393/03/20
"32,290","32,060","32,400","32,400",80,0.25%,2014/06/09,1393/03/19
"32,430","32,290","32,460","32,320",130,0.4%,2014/06/08,1393/03/18
"32,600","32,350","32,600","32,450",380,1.17%,2014/06/07,1393/03/17
"32,820","32,810","32,830","32,830",30,0.09%,2014/06/03,1393/03/13
"32,810","32,790","32,840","32,800",20,0.06%,2014/06/02,1393/03/12
"32,800","32,790","32,850","32,820",10,0.03%,2014/06/01,1393/03/11
"32,770","32,760","32,830","32,810",40,0.12%,2014/05/31,1393/03/10
"32,790","32,740","32,800","32,770",10,0.03%,2014/05/29,1393/03/08
"32,660","32,620","32,780","32,780",10,0.03%,2014/05/28,1393/03/07
"32,820","32,750","32,830","32,770",60,0.18%,2014/05/26,1393/03/05
"32,850","32,800","32,890","32,830",10,0.03%,2014/05/25,1393/03/04
"32,760","32,700","32,860","32,820",10,0.03%,2014/05/24,1393/03/03
"32,880","32,830","32,920","32,830",40,0.12%,2014/05/22,1393/03/01
"32,880","32,840","32,920","32,870",30,0.09%,2014/05/21,1393/02/31
"32,920","32,860","33,080","32,900",40,0.12%,2014/05/20,1393/02/30
"32,810","32,730","32,950","32,940",120,0.37%,2014/05/19,1393/02/29
"32,740","32,720","32,850","32,820",60,0.18%,2014/05/18,1393/02/28
"33,000","32,680","33,020","32,760",170,0.52%,2014/05/17,1393/02/27
"32,470","32,470","33,020","32,930",480,1.48%,2014/05/15,1393/02/25
"32,390","32,350","32,450","32,450",30,0.09%,2014/05/14,1393/02/24
"32,470","32,450","32,500","32,480",10,0.03%,2014/05/12,1393/02/22
"32,400","32,270","32,610","32,490",130,0.4%,2014/05/11,1393/02/21
"32,570","32,320","32,680","32,360",510,1.58%,2014/05/10,1393/02/20
