sub0,sub1,sub2,sub3,sub4,sub5,sub6,sub7,Indicator,Source,Time,Value,Unit,Details
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1392-09,0.81,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1392-10,0.94,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1392-11,0.27,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1392-12,0.66,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1393-01,1.18,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1393-02,2.86,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1393-03,1.14,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1393-04,2.25,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1393-05,1.22,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1393-06,0.84,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1393-07,1.91,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1393-08,0.82,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1393-09,0.81,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1393-10,1.39,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1393-11,0.34,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1393-12,0.45,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1394-01,0.79,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1394-02,0.67,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1394-03,1.45,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1394-04,1.32,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1394-05,0.65,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1394-06,1.29,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1394-07,1.38,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1394-08,0.94,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1394-09,0.42,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1394-10,0.10,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1394-11,-0.41,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1394-12,0.31,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1395-01,0.72,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1395-02,0.21,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1395-03,0.31,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1395-04,1.02,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1395-05,0.51,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1395-06,0.40,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1395-07,0.90,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1395-08,0.30,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1395-09,0.20,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1395-10,0.69,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1395-11,0.10,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1395-12,0.10,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1396-01,0.88,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1396-02,0.39,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1396-03,0.29,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1396-04,1.35,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1396-05,0.38,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1396-06,0.47,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1396-07,1.89,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1396-08,0.56,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1396-09,0.18,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1396-10,0.46,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1396-11,0.37,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1396-12,0.18,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1397-01,0.91,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1397-02,1.26,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1397-03,0.80,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1397-04,5.21,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1397-05,3.61,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1397-06,4.86,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1397-07,6.26,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1397-08,1.89,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1397-09,1.57,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1397-10,1.69,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1397-11,0.97,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1397-12,2.74,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1398-01,1.53,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1398-02,2.69,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1398-03,1.21,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1398-04,3.60,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1398-05,1.16,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1398-06,1.51,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1398-07,3.20,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1398-08,1.61,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1398-09,2.60,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1398-10,1.43,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1398-11,1.31,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1398-12,1.23,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1399-01,0.74,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1399-02,3.58,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1399-03,1.78,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1399-04,6.49,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1399-05,3.42,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1399-06,3.85,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1399-07,7.64,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1399-08,1.42,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1399-09,0.36,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1399-10,2.31,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1399-11,1.01,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1399-12,1.85,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1400-01,2.50,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1400-02,1.51,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1400-03,2.18,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1400-04,3.81,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1400-05,2.43,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1400-06,3.41,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1400-07,2.98,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1400-08,2.07,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1400-09,1.79,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1400-10,2.84,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1400-11,1.06,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1400-12,1.02,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1401-01,2.45,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1401-02,3.68,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1401-03,4.26,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1401-04,3.83,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1401-05,2.38,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1401-06,2.25,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1401-07,3.64,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1401-08,2.70,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1401-09,3.35,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1401-10,4.57,%,Base year 1395
Inflation,Non-food,CPI,monthly,,Iran Stats,,,Non-food inflation rate (monthly),Iran Stats,1401-11,2.68,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1381-02,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1381-03,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1381-04,4.27,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1381-05,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1381-06,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1381-07,4.92,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1381-08,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1381-09,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1381-10,1.56,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1381-11,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1381-12,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1382-01,3.08,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1382-02,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1382-03,0.75,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1382-04,5.93,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1382-05,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1382-06,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1382-07,6.99,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1382-08,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1382-09,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1382-10,2.61,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1382-11,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1382-12,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1383-01,3.18,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1383-02,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1383-03,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1383-04,5.56,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1383-05,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1383-06,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1383-07,4.68,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1383-08,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1383-09,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1383-10,2.23,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1383-11,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1383-12,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1384-01,2.19,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1384-02,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1384-03,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1384-04,4.81,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1384-05,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1384-06,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1384-07,6.63,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1384-08,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1384-09,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1384-10,0.96,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1384-11,0.47,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1384-12,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1385-01,3.77,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1385-02,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1385-03,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1385-04,8.64,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1385-05,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1385-06,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1385-07,5.44,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1385-08,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1385-09,0.40,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1385-10,2.77,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1385-11,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1385-12,0.38,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1386-01,3.45,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1386-02,0.37,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1386-03,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1386-04,7.38,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1386-05,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1386-06,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1386-07,8.59,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1386-08,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1386-09,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1386-10,4.43,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1386-11,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1386-12,0.61,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1387-01,4.22,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1387-02,3.18,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1387-03,2.24,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1387-04,3.84,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1387-05,2.90,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1387-06,3.08,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1387-07,3.73,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1387-08,1.20,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1387-09,1.42,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1387-10,0.47,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1387-11,0.23,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1387-12,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1388-01,0.46,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1388-02,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1388-03,-0.23,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1388-04,-0.69,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1388-05,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1388-06,0.47,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1388-07,0.46,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1388-08,0.23,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1388-09,0.23,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1388-10,0.00,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1388-11,0.46,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1388-12,0.23,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1389-01,0.46,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1389-02,0.68,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1389-03,0.90,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1389-04,0.89,%,Base year 1395
Inflation,Housing,CPI,monthly,,Iran Stats,,,Housing inflation rate (monthly),Iran Stats,1389-05,0.67,%,Base year 1395
