sub0,sub1,sub2,sub3,sub4,sub5,sub6,sub7,Indicator,Source,Time,Value,Unit,Details
GDP,GDP Provincial,Share,,Lorestan,Iran Stats,1396,,Lorestan,Iran Stats,1396,1.09,%,
GDP,GDP Provincial,Share,,Lorestan,Iran Stats,1397,,Lorestan,Iran Stats,1397,0.99,%,
GDP,GDP Provincial,Share,,Lorestan,Iran Stats,1398,,Lorestan,Iran Stats,1398,1.01,%,
GDP,GDP Provincial,Share,,Lorestan,Iran Stats,1399,,Lorestan,Iran Stats,1399,0.98,%,
GDP,GDP Provincial,Share,,Lorestan,Iran Stats,1400,,Lorestan,Iran Stats,1400,0.87,%,
GDP,GDP Provincial,Share,,Mazandaran,Iran Stats,1390,,Mazandaran,Iran Stats,1390,3.16,%,
GDP,GDP Provincial,Share,,Mazandaran,Iran Stats,1395,,Mazandaran,Iran Stats,1395,3.71,%,
GDP,GDP Provincial,Share,,Mazandaran,Iran Stats,1396,,Mazandaran,Iran Stats,1396,3.60,%,
GDP,GDP Provincial,Share,,Mazandaran,Iran Stats,1397,,Mazandaran,Iran Stats,1397,3.24,%,
GDP,GDP Provincial,Share,,Mazandaran,Iran Stats,1398,,Mazandaran,Iran Stats,1398,3.31,%,
GDP,GDP Provincial,Share,,Mazandaran,Iran Stats,1399,,Mazandaran,Iran Stats,1399,3.36,%,
GDP,GDP Provincial,Share,,Mazandaran,Iran Stats,1400,,Mazandaran,Iran Stats,1400,3.09,%,
GDP,GDP Provincial,Share,,Central,Iran Stats,1390,,Central,Iran Stats,1390,1.44,%,
GDP,GDP Provincial,Share,,Central,Iran Stats,1395,,Central,Iran Stats,1395,1.75,%,
GDP,GDP Provincial,Share,,Central,Iran Stats,1396,,Central,Iran Stats,1396,1.76,%,
GDP,GDP Provincial,Share,,Central,Iran Stats,1397,,Central,Iran Stats,1397,1.84,%,
GDP,GDP Provincial,Share,,Central,Iran Stats,1398,,Central,Iran Stats,1398,1.80,%,
GDP,GDP Provincial,Share,,Central,Iran Stats,1399,,Central,Iran Stats,1399,2.09,%,
GDP,GDP Provincial,Share,,Central,Iran Stats,1400,,Central,Iran Stats,1400,2.04,%,
GDP,GDP Provincial,Share,,Hormozgan,Iran Stats,1390,,Hormozgan,Iran Stats,1390,1.46,%,
GDP,GDP Provincial,Share,,Hormozgan,Iran Stats,1395,,Hormozgan,Iran Stats,1395,1.96,%,
GDP,GDP Provincial,Share,,Hormozgan,Iran Stats,1396,,Hormozgan,Iran Stats,1396,2.10,%,
GDP,GDP Provincial,Share,,Hormozgan,Iran Stats,1397,,Hormozgan,Iran Stats,1397,2.04,%,
GDP,GDP Provincial,Share,,Hormozgan,Iran Stats,1398,,Hormozgan,Iran Stats,1398,2.25,%,
GDP,GDP Provincial,Share,,Hormozgan,Iran Stats,1399,,Hormozgan,Iran Stats,1399,2.59,%,
GDP,GDP Provincial,Share,,Hormozgan,Iran Stats,1400,,Hormozgan,Iran Stats,1400,2.54,%,
GDP,GDP Provincial,Share,,Hamedan,Iran Stats,1390,,Hamedan,Iran Stats,1390,1.16,%,
GDP,GDP Provincial,Share,,Hamedan,Iran Stats,1395,,Hamedan,Iran Stats,1395,1.33,%,
GDP,GDP Provincial,Share,,Hamedan,Iran Stats,1396,,Hamedan,Iran Stats,1396,1.30,%,
GDP,GDP Provincial,Share,,Hamedan,Iran Stats,1397,,Hamedan,Iran Stats,1397,1.34,%,
GDP,GDP Provincial,Share,,Hamedan,Iran Stats,1398,,Hamedan,Iran Stats,1398,1.30,%,
GDP,GDP Provincial,Share,,Hamedan,Iran Stats,1399,,Hamedan,Iran Stats,1399,1.30,%,
GDP,GDP Provincial,Share,,Hamedan,Iran Stats,1400,,Hamedan,Iran Stats,1400,1.20,%,
GDP,GDP Provincial,Share,,Yazd,Iran Stats,1390,,Yazd,Iran Stats,1390,1.44,%,
GDP,GDP Provincial,Share,,Yazd,Iran Stats,1395,,Yazd,Iran Stats,1395,1.66,%,
GDP,GDP Provincial,Share,,Yazd,Iran Stats,1396,,Yazd,Iran Stats,1396,1.62,%,
GDP,GDP Provincial,Share,,Yazd,Iran Stats,1397,,Yazd,Iran Stats,1397,1.70,%,
GDP,GDP Provincial,Share,,Yazd,Iran Stats,1398,,Yazd,Iran Stats,1398,1.89,%,
GDP,GDP Provincial,Share,,Yazd,Iran Stats,1399,,Yazd,Iran Stats,1399,2.33,%,
GDP,GDP Provincial,Share,,Yazd,Iran Stats,1400,,Yazd,Iran Stats,1400,2.54,%,
GDP,GDP Provincial,Share,,Supra-regional,Iran Stats,1390,,Supra-regional,Iran Stats,1390,3.68,%,
GDP,GDP Provincial,Share,,Supra-regional,Iran Stats,1395,,Supra-regional,Iran Stats,1395,1.22,%,
GDP,GDP Provincial,Share,,Supra-regional,Iran Stats,1396,,Supra-regional,Iran Stats,1396,1.70,%,
GDP,GDP Provincial,Share,,Supra-regional,Iran Stats,1397,,Supra-regional,Iran Stats,1397,2.04,%,
GDP,GDP Provincial,Share,,Supra-regional,Iran Stats,1398,,Supra-regional,Iran Stats,1398,1.84,%,
GDP,GDP Provincial,Share,,Supra-regional,Iran Stats,1399,,Supra-regional,Iran Stats,1399,1.62,%,
GDP,GDP Provincial,Share,,Supra-regional,Iran Stats,1400,,Supra-regional,Iran Stats,1400,1.84,%,
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1316,8.8,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1317,8.0,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1318,13.8,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1319,49.5,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1320,96.2,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1321,110.5,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1322,2.7,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1323,-14.4,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1324,-11.5,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1325,6.6,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1326,11.1,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1327,2.3,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1328,-17.2,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1329,8.3,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1330,7.2,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1331,9.2,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1332,15.9,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1333,1.7,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1334,8.8,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1335,4.4,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1336,1.0,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1337,13.0,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1338,7.9,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1339,1.6,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1340,0.9,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1341,1.0,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1342,4.5,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1343,0.3,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1344,0.8,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1345,0.8,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1346,1.5,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1347,3.6,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1348,1.5,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1349,5.5,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1350,6.3,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1351,11.2,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1352,15.5,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1353,9.9,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1354,16.6,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1355,25.1,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1356,10.0,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1357,11.4,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1358,23.5,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1359,22.8,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1360,19.2,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1361,14.8,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1362,10.4,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1363,6.9,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1364,23.7,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1365,27.7,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1366,28.9,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1367,17.4,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1368,9.0,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1369,20.7,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1370,24.4,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1371,22.9,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1372,35.2,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1373,49.4,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1374,23.2,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1375,17.3,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1376,18.1,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1377,20.1,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1378,12.6,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1379,11.4,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1380,15.8,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1381,15.6,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1382,15.2,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1383,10.4,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1384,11.9,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1385,18.4,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1386,25.4,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1387,10.8,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1388,12.4,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1389,21.5,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1390,30.5,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1391,34.7,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1392,15.6,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1393,11.9,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1394,9.0,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1395,9.6,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1396,31.2,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1397,41.2,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1398,47.1,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1399,46.2,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1400,46.5,%,Base year 1395
Inflation,total,rate,yearly,,Iran CBI,,,total inflation rate (yearly),Iran CBI,1401,"21,2",%,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1316,0.004,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1317,0.004,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1318,0.004,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1319,0.004,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1320,0.008,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1321,0.012,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1322,0.028,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1323,0.028,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1324,0.024,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1325,0.020,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1326,0.024,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1327,0.024,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1328,0.028,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1329,0.020,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1330,0.024,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1331,0.024,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1332,0.028,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1333,0.032,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1334,0.032,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1335,0.036,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1336,0.036,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1337,0.036,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1338,0.044,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1339,0.048,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1340,0.048,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1341,0.048,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1342,0.048,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1343,0.052,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1344,0.052,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1345,0.052,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1346,0.052,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1347,0.052,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1348,0.052,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1349,0.056,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1350,0.056,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1351,0.060,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1352,0.069,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1353,0.077,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1354,0.085,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1355,0.101,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1356,0.125,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1357,0.137,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1358,0.153,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1359,0.190,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1360,0.234,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1361,0.278,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1362,0.319,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1363,0.355,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1364,0.379,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1365,0.468,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1366,0.597,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1367,0.770,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1368,0.903,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1369,0.984,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1370,1.189,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1371,1.480,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1372,1.814,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1373,2.456,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1374,3.665,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1375,4.520,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1376,5.298,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1377,6.258,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1378,7.516,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1379,8.463,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1380,9.427,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1381,10.915,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1382,12.624,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1383,14.544,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1384,16.048,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1385,17.955,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1386,21.265,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1387,26.660,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1388,29.527,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1389,33.188,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1390,40.321,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1391,52.635,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1392,70.916,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1393,81.948,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1394,91.714,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1395,100.000,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1396,109.600,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1397,143.842,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1398,203.150,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1399,298.858,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1400,437.042,,Base year 1395
Inflation,total,CPI,yearly,,Iran CBI,,,CPI (yearly),Iran CBI,1401,640.225,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1378-01,8.100,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1378-02,8.100,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1378-03,8.300,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1378-04,8.200,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1378-05,8.300,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1378-06,8.300,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1378-07,8.400,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1378-08,8.500,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1378-09,8.700,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1378-10,8.700,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1378-11,8.800,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1378-12,9.000,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1379-01,8.100,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1379-02,8.100,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1379-03,8.300,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1379-04,8.200,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1379-05,8.300,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1379-06,8.300,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1379-07,8.400,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1379-08,8.500,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1379-09,8.700,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1379-10,8.700,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1379-11,8.800,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1379-12,9.000,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1380-01,9.100,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1380-02,9.100,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1380-03,9.200,,Base year 1395
Inflation,total,CPI,monthly,,Iran CBI,,,CPI (monthly),Iran CBI,1380-04,9.200,,Base year 1395
